update,step,steps_per_sec,rollout_sec,learn_sec,episodes,mean_x_pos,flag_rate,mean_coins,mean_game_reward,stall_rate,policy_loss,value_loss,entropy,approx_kl,clipfrac,explained_variance,wall_time
158,485376,514.3,3.94,2.04,44,601.6818181818181,0.0,0.1590909090909091,529.2272727272727,0.0,-0.00154,12.069,1.27474,0.00543,0.06803,0.67307,919.2
159,488448,516.2,3.8,2.15,38,617.8684210526316,0.0,0.42105263157894735,545.5263157894736,0.0,-0.00169,11.4982,1.21945,0.00731,0.10726,0.67721,925.1
160,491520,522.3,3.9,1.98,42,601.3333333333334,0.0,0.8333333333333334,530.7857142857143,0.023809523809523808,-0.00017,13.0288,1.20916,0.00597,0.06592,0.72315,931.0
161,494592,527.1,3.76,2.07,36,659.4722222222222,0.0,0.6944444444444444,586.5555555555555,0.0,-0.00151,11.86357,1.21658,0.00717,0.08105,0.7253,936.8
162,497664,536.4,3.76,1.96,46,644.195652173913,0.0,0.6739130434782609,571.9130434782609,0.0,-0.00218,15.67242,1.15684,0.00763,0.09017,0.61553,942.6
163,500736,502.6,3.88,2.23,41,535.3414634146342,0.0,0.21951219512195122,465.4634146341463,0.0,-0.00084,13.56686,1.18935,0.00424,0.0411,0.73882,948.7
164,503808,548.2,3.7,1.9,42,584.047619047619,0.0,0.5952380952380952,513.6904761904761,0.0,0.00397,17.53436,1.26878,0.00946,0.13485,0.57452,954.3
165,506880,524.4,3.87,1.99,41,640.7560975609756,0.0,0.6829268292682927,568.5853658536586,0.0,-0.00353,11.49418,1.23493,0.0079,0.10571,0.72892,960.2
166,509952,554.7,3.59,1.95,43,567.8139534883721,0.0,0.3953488372093023,496.4418604651163,0.023255813953488372,-0.00353,10.40334,1.2542,0.00683,0.06478,0.7711,965.7
167,513024,550.1,3.61,1.97,46,512.1521739130435,0.0,0.391304347826087,443.1304347826087,0.0,-0.00143,9.26463,1.21917,0.00324,0.03239,0.81188,971.3
168,516096,540.0,3.69,2.0,48,548.1666666666666,0.0,0.375,477.8541666666667,0.0,-0.00203,11.04292,1.23427,0.00619,0.07943,0.66051,977.0
169,519168,548.4,3.68,1.92,45,585.4666666666667,0.0,0.6666666666666666,513.8888888888889,0.0,0.00119,10.06758,1.24352,0.00506,0.05347,0.76213,982.6
170,522240,531.2,3.79,1.99,47,516.1063829787234,0.0,0.46808510638297873,446.25531914893617,0.02127659574468085,-0.00185,11.76192,1.27939,0.00569,0.0638,0.77338,988.4
171,525312,543.6,3.7,1.95,42,560.3095238095239,0.0,0.5714285714285714,490.0238095238095,0.0,-0.00289,11.55077,1.23679,0.0054,0.05615,0.75446,994.1
172,528384,524.7,3.87,1.99,50,553.0,0.0,0.76,483.08,0.0,-0.00187,10.07422,1.18793,0.00488,0.05876,0.77665,999.9
173,531456,542.0,3.67,2.0,46,518.9347826086956,0.0,0.43478260869565216,449.45652173913044,0.0,0.00181,11.06464,1.26252,0.00587,0.05526,0.66228,1005.6
174,534528,558.9,3.48,2.01,41,585.9756097560976,0.0,0.3170731707317073,515.6829268292682,0.0,-0.00026,12.25646,1.2139,0.00673,0.0752,0.65429,1011.1
175,537600,538.7,3.68,2.02,39,700.6410256410256,0.0,0.41025641025641024,625.6410256410256,0.02564102564102564,0.00234,13.33237,1.28204,0.00834,0.10864,0.69192,1016.8
176,540672,537.6,3.67,2.05,42,558.7857142857143,0.0,0.7142857142857143,489.26190476190476,0.0,-0.00101,12.09911,1.28384,0.00842,0.11523,0.7406,1022.5
177,543744,536.0,3.74,1.99,46,597.5,0.0,0.5434782608695652,526.4782608695652,0.0,-0.00088,12.09832,1.31617,0.00769,0.11141,0.76228,1028.2
178,546816,526.2,3.91,1.92,49,524.3469387755102,0.0,0.5306122448979592,455.2244897959184,0.0,-0.0008,12.79494,1.28749,0.00552,0.05534,0.74896,1034.1
179,549888,549.6,3.64,1.95,51,501.4117647058824,0.0,0.35294117647058826,432.5882352941176,0.0,-0.00398,14.00814,1.25352,0.00631,0.07137,0.68286,1039.7
180,552960,538.4,3.76,1.94,49,594.9795918367347,0.0,0.6122448979591837,524.734693877551,0.0,-0.00305,14.30132,1.29818,0.00583,0.06519,0.66417,1045.4
181,556032,518.4,3.94,1.99,55,482.8,0.0,0.21818181818181817,414.23636363636365,0.0,-0.00087,10.907,1.32318,0.00459,0.04842,0.61973,1051.3
182,559104,530.3,3.81,1.98,39,513.4615384615385,0.0,0.15384615384615385,443.05128205128204,0.0,-0.00062,8.62159,1.35435,0.00536,0.05664,0.58765,1057.1
183,562176,553.5,3.66,1.89,41,622.439024390244,0.0,0.43902439024390244,549.7073170731708,0.0,-0.00229,10.28075,1.29227,0.00705,0.08561,0.62912,1062.6
184,565248,556.8,3.57,1.95,43,565.0930232558139,0.0,0.3953488372093023,494.5813953488372,0.0,-0.00084,12.89852,1.27779,0.00692,0.08748,0.55166,1068.2
185,568320,508.4,4.01,2.03,52,496.1923076923077,0.0,0.4230769230769231,427.88461538461536,0.0,-0.00018,13.42507,1.28791,0.00665,0.0682,0.60972,1074.2
186,571392,520.8,3.86,2.04,46,578.9782608695652,0.0,0.30434782608695654,509.10869565217394,0.0,-0.00061,13.71668,1.27777,0.00562,0.06217,0.65752,1080.1
187,574464,568.3,3.53,1.88,42,613.3809523809524,0.0,0.19047619047619047,541.3809523809524,0.0,-0.00494,11.01881,1.33579,0.0085,0.1224,0.63217,1085.5
188,577536,531.3,3.79,1.99,43,590.9767441860465,0.0,0.5116279069767442,520.0697674418604,0.0,-0.0024,13.0069,1.29056,0.00799,0.10205,0.57344,1091.3
189,580608,543.3,3.72,1.93,45,597.5333333333333,0.0,0.4222222222222222,526.5111111111111,0.0,-0.00041,9.76693,1.29276,0.00547,0.05607,0.68082,1097.0
190,583680,534.5,3.73,2.01,46,577.7608695652174,0.0,0.6956521739130435,508.3478260869565,0.0,-0.00243,10.05848,1.29848,0.00536,0.05225,0.76586,1102.7
191,586752,540.3,3.59,2.1,42,621.2142857142857,0.0,0.8333333333333334,550.2380952380952,0.0,-0.00228,10.07137,1.31776,0.00622,0.08415,0.76222,1108.4
192,589824,537.6,3.87,1.84,51,466.9019607843137,0.0,0.39215686274509803,397.3921568627451,0.0,-0.00139,11.53633,1.29965,0.00441,0.05013,0.68747,1114.1
193,592896,551.1,3.59,1.99,41,556.4878048780488,0.0,0.4146341463414634,485.5853658536585,0.0,-0.00221,11.22603,1.33441,0.00582,0.07349,0.65688,1119.7
194,595968,533.7,3.78,1.98,42,551.2142857142857,0.0,0.7142857142857143,480.9761904761905,0.0,0.00041,7.60564,1.32734,0.00736,0.08659,0.71851,1125.4
195,599040,549.6,3.62,1.97,39,602.0512820512821,0.0,0.5128205128205128,529.5641025641025,0.0,-0.00108,9.32216,1.30987,0.00611,0.06616,0.74789,1131.0
196,602112,527.7,3.82,2.0,42,637.7619047619048,0.023809523809523808,0.7619047619047619,566.0,0.0,-0.00114,13.33207,1.31393,0.0069,0.0721,0.70073,1136.8
197,605184,550.9,3.56,2.01,42,607.3333333333334,0.0,0.40476190476190477,535.6666666666666,0.0,-0.00065,10.10549,1.37434,0.00833,0.1097,0.68129,1142.5
198,608256,533.4,3.79,1.97,42,580.2142857142857,0.0,0.35714285714285715,508.54761904761904,0.023809523809523808,-0.00168,13.1182,1.36874,0.00646,0.08643,0.71738,1148.3
199,611328,522.9,3.92,1.96,51,521.0980392156863,0.0,0.5294117647058824,451.84313725490193,0.0,-0.00255,7.66714,1.34777,0.00638,0.07015,0.81667,1154.1
200,614400,556.9,3.55,1.97,46,531.695652173913,0.0,0.4782608695652174,462.60869565217394,0.0,-0.00184,11.82876,1.31457,0.00574,0.06405,0.7677,1159.6
201,617472,551.7,3.56,2.01,48,587.4375,0.0,0.6458333333333334,517.3958333333334,0.0,-0.00266,11.4028,1.34122,0.00769,0.0909,0.7728,1165.2
202,620544,545.6,3.7,1.93,54,482.35185185185185,0.0,0.25925925925925924,414.1666666666667,0.0,0.0,9.9165,1.31157,0.00917,0.12948,0.7385,1170.8
203,623616,543.6,3.7,1.96,40,537.65,0.0,0.6,468.525,0.0,-0.00174,10.21579,1.28023,0.00691,0.07853,0.75318,1176.5
204,626688,542.9,3.69,1.96,46,690.4130434782609,0.0,1.1304347826086956,617.8695652173913,0.0,-0.00281,8.58967,1.28887,0.00346,0.02767,0.80933,1182.2
205,629760,548.7,3.7,1.9,42,590.0238095238095,0.0,0.6428571428571429,519.5238095238095,0.0,-0.00298,13.74976,1.25519,0.00833,0.09652,0.70705,1187.8
206,632832,542.8,3.63,2.03,40,622.225,0.0,0.475,550.725,0.0,-0.00044,10.84333,1.23685,0.00476,0.05656,0.73104,1193.4
207,635904,522.0,3.89,2.0,50,569.94,0.0,0.32,499.98,0.0,0.00052,12.16668,1.24261,0.00684,0.07153,0.73572,1199.3
208,638976,537.5,3.79,1.92,44,571.0681818181819,0.0,0.7045454545454546,501.1363636363636,0.0,-0.00315,11.89848,1.24073,0.00575,0.06478,0.75271,1205.0
209,642048,530.2,3.78,2.01,45,582.6888888888889,0.0,0.8,511.5111111111111,0.0,-0.00045,9.52442,1.25846,0.00658,0.07568,0.76784,1210.8
210,645120,530.8,3.85,1.94,45,598.6222222222223,0.0,0.4888888888888889,528.4,0.0,-0.003,10.70219,1.25097,0.00657,0.08903,0.76047,1216.6
211,648192,543.7,3.67,1.98,46,447.69565217391306,0.0,0.32608695652173914,379.54347826086956,0.0,-0.00063,9.46499,1.31277,0.00537,0.05908,0.6819,1222.3
212,651264,532.5,3.82,1.95,49,573.3877551020408,0.0,0.6122448979591837,503.1224489795918,0.0,-0.00329,9.31671,1.291,0.00513,0.05233,0.77794,1228.0
213,654336,531.9,3.77,2.01,43,559.6511627906976,0.0,0.5348837209302325,489.5581395348837,0.0,-0.00234,9.1299,1.29414,0.00743,0.09237,0.75223,1233.8
214,657408,535.8,3.76,1.98,40,579.05,0.0,0.45,508.25,0.0,-0.00204,10.91955,1.37604,0.00686,0.08407,0.59206,1239.5
215,660480,539.4,3.69,2.0,46,604.7826086956521,0.021739130434782608,0.41304347826086957,531.9347826086956,0.0,-0.00242,13.2264,1.39028,0.00558,0.07389,0.71616,1245.2
216,663552,535.6,3.79,1.94,47,511.5531914893617,0.0,0.6382978723404256,443.06382978723406,0.0,-0.00136,8.55144,1.40985,0.00528,0.06584,0.82969,1251.0
217,666624,544.4,3.66,1.98,40,610.475,0.0,0.65,539.175,0.0,-0.00221,9.14562,1.41596,0.00529,0.07031,0.77716,1256.6
218,669696,551.0,3.59,1.99,41,539.219512195122,0.0,0.4146341463414634,467.6585365853659,0.0,-0.00455,7.66169,1.45926,0.00595,0.07601,0.82007,1262.2
219,672768,531.8,3.84,1.93,46,582.0652173913044,0.0,0.34782608695652173,511.5217391304348,0.0,-0.00351,10.92585,1.40384,0.00514,0.06136,0.75626,1268.0
220,675840,537.7,3.75,1.96,45,575.4444444444445,0.0,0.5333333333333333,504.31111111111113,0.0,-0.00105,11.57234,1.36101,0.00828,0.11133,0.74661,1273.7
221,678912,526.9,3.84,1.99,48,499.0833333333333,0.0,0.5208333333333334,430.4791666666667,0.0,-0.0007,12.29565,1.33712,0.00604,0.07682,0.65387,1279.5
222,681984,539.6,3.71,1.98,44,581.0,0.0,0.3181818181818182,509.4318181818182,0.0,0.00071,11.33612,1.35226,0.00938,0.12362,0.72742,1285.2
223,685056,553.2,3.56,1.99,41,621.439024390244,0.0,0.6341463414634146,550.0975609756098,0.0,-0.00212,11.4265,1.38301,0.00668,0.09098,0.6675,1290.8
224,688128,533.0,3.83,1.94,48,567.0,0.0,0.20833333333333334,496.4375,0.0,-0.00276,12.91307,1.46026,0.00556,0.06079,0.67117,1296.5
225,691200,544.0,3.68,1.97,45,609.9111111111112,0.0,0.6888888888888889,539.1777777777778,0.0,0.00059,15.37935,1.43296,0.00502,0.05713,0.63517,1302.2
226,694272,544.0,3.64,2.0,44,540.75,0.0,0.45454545454545453,471.6363636363636,0.0,-0.00366,13.83768,1.40267,0.00406,0.04533,0.688,1307.8
227,697344,550.8,3.62,1.95,42,626.6428571428571,0.0,0.5952380952380952,554.7380952380952,0.0,-0.00162,11.72905,1.4427,0.00816,0.09196,0.7016,1313.4
228,700416,547.2,3.65,1.96,48,539.5833333333334,0.0,0.625,469.3125,0.0,-0.00446,11.87077,1.45948,0.00517,0.05949,0.73661,1319.0
229,703488,561.0,3.57,1.9,37,685.5675675675676,0.0,0.6756756756756757,611.6486486486486,0.0,-0.00408,12.43831,1.44255,0.00739,0.10295,0.624,1324.6
230,706560,539.5,3.79,1.9,39,551.8974358974359,0.0,0.41025641025641024,482.56410256410254,0.0,-0.00076,10.94603,1.46209,0.00657,0.07381,0.69268,1330.3
231,709632,551.7,3.57,2.0,44,579.2727272727273,0.0,0.5,507.1136363636364,0.0,-0.00567,11.58728,1.49071,0.00986,0.13053,0.6659,1335.8
232,712704,544.7,3.62,2.02,38,693.6315789473684,0.0,0.7105263157894737,619.7631578947369,0.0,-0.00203,11.66961,1.48602,0.00551,0.066,0.70056,1341.5
233,715776,555.3,3.53,2.01,39,673.974358974359,0.0,0.6666666666666666,601.3333333333334,0.0,-0.00241,14.7709,1.47537,0.00556,0.03988,0.60756,1347.0
234,718848,565.0,3.45,1.98,31,688.4516129032259,0.0,0.25806451612903225,615.1290322580645,0.0,-0.00349,9.12571,1.44858,0.00486,0.05298,0.79377,1352.4
235,721920,530.9,3.81,1.97,47,588.7234042553191,0.0,0.40425531914893614,517.468085106383,0.0,-0.003,14.34356,1.48829,0.0058,0.06209,0.69215,1358.2
236,724992,527.4,3.78,2.05,47,546.6170212765958,0.0,0.2553191489361702,476.4468085106383,0.0,-0.00144,12.87746,1.45353,0.00628,0.08634,0.72055,1364.1
237,728064,564.3,3.45,1.99,39,665.7179487179487,0.0,0.6410256410256411,593.0769230769231,0.0,-0.00572,11.52318,1.44933,0.00638,0.07487,0.75462,1369.5
238,731136,546.4,3.66,1.96,44,548.75,0.0,0.6136363636363636,479.1136363636364,0.0,-0.00113,13.6641,1.42004,0.00355,0.02238,0.57425,1375.1
239,734208,525.4,3.78,2.06,46,612.4347826086956,0.0,0.34782608695652173,541.3913043478261,0.0,-0.00294,13.58126,1.43958,0.00466,0.0354,0.64251,1381.0
240,737280,541.9,3.71,1.96,46,540.8913043478261,0.0,0.32608695652173914,471.0869565217391,0.0,-0.00315,14.63467,1.46995,0.00548,0.07243,0.5846,1386.6
241,740352,539.2,3.68,2.02,41,586.6585365853658,0.0,0.34146341463414637,514.609756097561,0.0,-0.00378,10.33126,1.44909,0.00494,0.05493,0.73619,1392.3
242,743424,525.0,3.85,2.0,43,518.8372093023256,0.0,0.18604651162790697,448.6511627906977,0.0,-0.00134,12.44494,1.48845,0.00559,0.073,0.67763,1398.2
243,746496,510.8,4.06,1.96,58,550.051724137931,0.0,0.39655172413793105,480.2068965517241,0.0,-0.00212,13.68715,1.5305,0.00443,0.05249,0.57853,1404.2
244,749568,527.3,3.84,1.99,51,488.2352941176471,0.0,0.4117647058823529,420.7843137254902,0.0,-0.00495,14.95392,1.50508,0.00888,0.1241,0.63084,1410.0
245,752640,541.8,3.73,1.94,42,612.2857142857143,0.0,0.5,541.547619047619,0.0,-0.00387,11.95125,1.43253,0.00519,0.05086,0.64195,1415.7
246,755712,534.7,3.67,2.08,44,618.0909090909091,0.0,0.6363636363636364,546.8636363636364,0.0,-0.00352,13.15196,1.40078,0.00524,0.04761,0.70963,1421.5
247,758784,543.5,3.71,1.94,41,562.0731707317074,0.0,0.5121951219512195,490.609756097561,0.0,-0.00193,11.03135,1.38881,0.00499,0.0612,0.58067,1427.1
248,761856,550.2,3.65,1.93,41,621.1951219512196,0.0,0.5365853658536586,549.4878048780488,0.0,-0.00378,12.25674,1.43685,0.00498,0.06014,0.74679,1432.7
249,764928,531.1,3.86,1.92,49,572.795918367347,0.0,0.5918367346938775,502.7959183673469,0.0,-0.00648,12.95328,1.45842,0.00974,0.15413,0.73849,1438.5
250,768000,536.1,3.78,1.95,46,554.2391304347826,0.0,0.5869565217391305,484.69565217391306,0.0,-0.00345,15.19509,1.45496,0.00987,0.13363,0.65625,1444.2
251,771072,549.7,3.62,1.97,36,622.3333333333334,0.0,0.4722222222222222,550.0277777777778,0.0,-0.00174,11.92637,1.43978,0.00883,0.10767,0.71616,1449.8
252,774144,542.9,3.72,1.94,40,759.95,0.0,0.95,685.3,0.0,-0.00157,13.56744,1.44621,0.00674,0.08016,0.73145,1455.5
253,777216,527.0,3.81,2.02,49,540.1428571428571,0.0,0.3877551020408163,471.38775510204084,0.0,0.00063,16.73768,1.46564,0.00625,0.06698,0.67173,1461.3
254,780288,540.1,3.73,1.96,41,594.0975609756098,0.0,0.7073170731707317,522.5853658536586,0.0,-0.00771,11.89128,1.45616,0.00805,0.09928,0.74042,1467.0
255,783360,539.6,3.73,1.96,39,626.5128205128206,0.0,0.4358974358974359,553.3846153846154,0.0,-0.00167,8.75416,1.48263,0.00499,0.0437,0.76011,1472.7
256,786432,542.2,3.66,2.01,37,644.0,0.0,0.5405405405405406,570.8378378378378,0.0,-0.00078,13.97805,1.47899,0.00454,0.03182,0.73848,1478.3
257,789504,553.3,3.63,1.92,45,588.4888888888889,0.0,0.6222222222222222,517.2222222222222,0.0,-0.00457,13.15024,1.40705,0.008,0.09814,0.77598,1483.9
258,792576,547.6,3.63,1.98,43,545.9069767441861,0.0,0.46511627906976744,475.8837209302326,0.0,-0.00369,10.7178,1.37895,0.00484,0.05143,0.79675,1489.5
259,795648,550.3,3.65,1.94,41,608.3170731707318,0.0,0.43902439024390244,536.9268292682926,0.0,-0.00233,14.17249,1.36991,0.00532,0.059,0.68937,1495.1
260,798720,548.4,3.59,2.01,39,665.8461538461538,0.0,0.9743589743589743,592.974358974359,0.0,-0.00289,12.84172,1.34553,0.00419,0.03898,0.72772,1500.7
261,801792,541.3,3.73,1.94,46,581.1086956521739,0.0,0.717391304347826,510.45652173913044,0.0,0.00361,11.72583,1.37294,0.01228,0.17098,0.69087,1506.4
262,804864,530.0,3.79,2.01,41,605.6585365853658,0.0,0.3902439024390244,533.780487804878,0.0,-0.00136,9.99251,1.39743,0.00808,0.11149,0.76187,1512.2
263,807936,542.3,3.72,1.95,49,567.8775510204082,0.0,0.30612244897959184,497.7755102040816,0.0,0.00112,13.26409,1.4295,0.00874,0.12199,0.72906,1517.9
264,811008,559.3,3.54,1.95,35,591.6285714285714,0.0,0.7714285714285715,519.7714285714286,0.0,-0.00412,9.42734,1.40034,0.00933,0.13867,0.79679,1523.4
265,814080,540.5,3.66,2.02,40,690.775,0.0,0.475,616.725,0.0,-0.00608,9.78694,1.39179,0.00403,0.04061,0.73366,1529.1
266,817152,547.8,3.64,1.96,39,601.1538461538462,0.0,0.10256410256410256,529.8461538461538,0.0,-0.00158,9.03446,1.35237,0.00699,0.08927,0.8221,1534.7
267,820224,519.9,3.86,2.05,47,587.6595744680851,0.0,0.8085106382978723,516.936170212766,0.0,-0.00113,11.18102,1.36065,0.00659,0.08179,0.78019,1540.6
268,823296,568.2,3.47,1.94,39,612.7435897435897,0.0,0.8461538461538461,541.6666666666666,0.0,-0.0055,12.85044,1.33312,0.00646,0.08805,0.7761,1546.0
269,826368,544.1,3.7,1.95,41,679.439024390244,0.0,0.5121951219512195,605.7317073170732,0.0,-0.00207,13.643,1.36405,0.00751,0.10034,0.73123,1551.6
270,829440,543.7,3.69,1.96,36,627.0277777777778,0.0,0.4722222222222222,554.75,0.0,-0.00298,11.95162,1.30324,0.00502,0.04793,0.74726,1557.3
271,832512,530.0,3.8,2.0,49,581.530612244898,0.0,0.5510204081632653,510.7959183673469,0.0,0.00073,14.73332,1.33971,0.00484,0.04622,0.6052,1563.1
272,835584,550.1,3.62,1.96,47,551.4893617021277,0.0,0.2765957446808511,481.5744680851064,0.0,0.00473,12.22676,1.30479,0.00749,0.08252,0.66688,1568.7
273,838656,543.1,3.7,1.96,48,516.25,0.0,0.7083333333333334,447.2916666666667,0.0,-0.00283,12.98417,1.38809,0.00587,0.07104,0.75338,1574.3
274,841728,548.8,3.68,1.92,45,556.9111111111112,0.0,0.6222222222222222,486.68888888888887,0.0,-0.0023,8.03364,1.38231,0.00509,0.05688,0.76182,1579.9
275,844800,523.7,3.88,1.99,52,525.9038461538462,0.0,0.7115384615384616,455.9230769230769,0.0,-0.00345,11.03828,1.3793,0.00656,0.07536,0.74527,1585.8
276,847872,534.7,3.67,2.08,45,562.1777777777778,0.0,0.3333333333333333,492.2,0.0,-0.00286,11.95253,1.40639,0.00725,0.08569,0.71262,1591.6
277,850944,542.9,3.73,1.92,34,672.5882352941177,0.0,0.4117647058823529,600.5882352941177,0.0,-0.00317,11.55148,1.35333,0.00654,0.07731,0.71359,1597.2
278,854016,524.6,3.75,2.11,38,637.1315789473684,0.0,0.5526315789473685,562.8421052631579,0.0,-0.00224,8.84568,1.36508,0.00634,0.08065,0.74877,1603.1
279,857088,522.8,3.91,1.97,41,663.6341463414634,0.0,0.7804878048780488,590.7317073170732,0.0,-0.00401,11.30605,1.36395,0.00762,0.1001,0.78484,1608.9
280,860160,547.2,3.7,1.91,38,583.2631578947369,0.0,0.3684210526315789,511.92105263157896,0.0,-0.00014,12.33402,1.37671,0.00518,0.06388,0.6498,1614.6
281,863232,535.2,3.82,1.92,47,582.9574468085107,0.0,0.5531914893617021,512.1063829787234,0.0,0.00217,11.25262,1.34779,0.01055,0.14119,0.77664,1620.3
282,866304,554.8,3.59,1.94,31,623.6774193548387,0.0,0.967741935483871,551.8709677419355,0.0,-0.00021,11.43793,1.27922,0.00914,0.12061,0.68136,1625.8
283,869376,536.4,3.77,1.96,54,579.4074074074074,0.0,0.3888888888888889,508.7037037037037,0.0,0.00011,12.00003,1.33876,0.0074,0.08398,0.7349,1631.6
284,872448,553.7,3.59,1.96,35,639.4571428571429,0.0,0.6,567.9428571428572,0.0,0.0002,11.81753,1.19885,0.00971,0.13623,0.62906,1637.1
285,875520,547.3,3.61,2.0,43,647.3953488372093,0.0,1.1162790697674418,575.3023255813954,0.0,-0.00027,9.96561,1.2215,0.00988,0.1342,0.79078,1642.7
286,878592,529.3,3.81,2.0,50,570.28,0.0,0.48,500.24,0.0,-0.00257,12.5846,1.24321,0.00533,0.05981,0.76846,1648.5
287,881664,538.7,3.65,2.06,39,617.7692307692307,0.0,0.8717948717948718,546.4871794871794,0.0,0.00034,12.78128,1.16249,0.00569,0.0708,0.75563,1654.2
288,884736,526.7,3.83,2.0,44,634.25,0.0,0.7272727272727273,563.3636363636364,0.0,-0.00141,15.15272,1.11276,0.00585,0.06909,0.72775,1660.1
289,887808,536.4,3.78,1.95,45,606.8222222222222,0.0,0.28888888888888886,536.2,0.0,-0.00286,13.19725,1.16647,0.0047,0.05648,0.72947,1665.8
290,890880,547.0,3.62,2.0,39,681.0,0.0,0.358974358974359,608.2307692307693,0.0,-0.00405,13.73635,1.1972,0.00638,0.08187,0.6953,1671.4
291,893952,547.1,3.67,1.95,42,629.2857142857143,0.0,0.5714285714285714,557.8571428571429,0.023809523809523808,-0.00264,11.07968,1.23548,0.00636,0.07576,0.76399,1677.0
292,897024,526.4,3.97,1.87,58,471.62068965517244,0.0,0.3275862068965517,404.2931034482759,0.0,-0.00372,13.70915,1.25097,0.00806,0.11165,0.71044,1682.9
293,900096,566.0,3.47,1.96,36,612.9444444444445,0.0,0.5833333333333334,542.0833333333334,0.0,0.0051,12.1706,1.17927,0.01055,0.13045,0.70406,1688.3
294,903168,544.3,3.65,1.99,32,754.90625,0.0,0.875,680.78125,0.0,-0.00062,11.60203,1.24197,0.00583,0.07918,0.73027,1694.0
295,906240,518.4,3.9,2.03,45,599.9777777777778,0.0,0.35555555555555557,527.2888888888889,0.0,-0.00156,12.26851,1.27105,0.00634,0.08602,0.67666,1699.9
296,909312,534.4,3.73,2.02,36,756.3055555555555,0.0,0.8611111111111112,681.3611111111111,0.0,0.00494,14.74233,1.21426,0.01266,0.15739,0.63341,1705.7
297,912384,530.0,3.78,2.02,42,544.0,0.0,0.3333333333333333,473.8333333333333,0.0,-0.00152,13.06288,1.25451,0.00821,0.11743,0.68575,1711.5
298,915456,571.5,3.45,1.92,35,671.7428571428571,0.0,0.45714285714285713,598.5714285714286,0.0,-0.00172,11.97633,1.23155,0.00954,0.12215,0.70864,1716.9
299,918528,537.3,3.52,2.2,35,834.8857142857142,0.05714285714285714,0.9142857142857143,760.4285714285714,0.0,0.00124,15.11131,1.21902,0.01163,0.14046,0.70632,1722.6
300,921600,530.1,3.88,1.91,42,654.7857142857143,0.0,0.7619047619047619,582.7142857142857,0.023809523809523808,-0.00131,12.43661,1.29187,0.00667,0.07536,0.7732,1728.4
301,924672,530.7,3.76,2.03,42,612.8095238095239,0.0,0.8333333333333334,541.8571428571429,0.0,-0.00237,10.24829,1.26741,0.0049,0.0507,0.8058,1734.2
302,927744,537.9,3.64,2.07,39,647.4871794871794,0.0,0.46153846153846156,574.5128205128206,0.0,-0.00017,11.34803,1.32903,0.00658,0.07454,0.73111,1739.9
303,930816,574.0,3.42,1.93,35,640.4,0.0,1.0285714285714285,568.2285714285714,0.0,-0.00272,10.34687,1.35694,0.00662,0.08293,0.77958,1745.2
304,933888,529.2,3.77,2.03,44,584.75,0.0,0.6136363636363636,514.1818181818181,0.0,-0.00206,13.60091,1.36159,0.00815,0.10343,0.75556,1751.0
305,936960,538.0,3.75,1.96,47,620.4468085106383,0.0,0.8297872340425532,549.5957446808511,0.0,-0.00233,12.3415,1.26989,0.00703,0.08854,0.74385,1756.8
306,940032,550.9,3.62,1.96,43,622.8837209302326,0.0,0.4418604651162791,551.4418604651163,0.0,-0.00048,12.05974,1.30156,0.00587,0.06429,0.77491,1762.4
307,943104,499.6,3.86,2.29,41,584.390243902439,0.0,0.5121951219512195,514.3170731707318,0.0,-0.00114,15.71059,1.24166,0.00817,0.10262,0.67678,1768.6
308,946176,482.6,4.33,2.03,48,688.9791666666666,0.0,0.8333333333333334,617.125,0.0,0.00108,14.66886,1.2671,0.00634,0.08122,0.68111,1774.9
309,949248,515.8,3.75,2.2,36,659.0,0.0,0.5833333333333334,587.8333333333334,0.0,-0.00424,13.96736,1.23759,0.0056,0.06608,0.72651,1780.9
310,952320,510.3,3.92,2.1,44,565.1136363636364,0.0,0.45454545454545453,495.09090909090907,0.0,-0.00068,15.25073,1.24485,0.00781,0.09912,0.73328,1786.9
311,955392,513.4,3.99,1.99,44,737.5681818181819,0.0,0.9545454545454546,664.1590909090909,0.0,-0.00163,14.76196,1.24229,0.0095,0.10938,0.67288,1792.9
312,958464,515.2,3.82,2.14,47,562.5531914893617,0.0,0.6595744680851063,492.8510638297872,0.0,-0.00274,12.88329,1.25738,0.00677,0.0874,0.78339,1798.8
313,961536,550.3,3.58,2.0,32,654.09375,0.0,0.75,581.59375,0.0,-0.0022,10.95711,1.23768,0.00568,0.06795,0.78412,1804.4
314,964608,542.2,3.72,1.95,39,607.1538461538462,0.0,0.2564102564102564,533.6666666666666,0.0,-0.00347,14.63622,1.2565,0.00821,0.10726,0.78317,1810.1
315,967680,541.9,3.83,1.84,41,794.5365853658536,0.0,1.4634146341463414,720.8536585365854,0.0,-0.00016,15.17629,1.20393,0.00925,0.11068,0.70959,1815.8
316,970752,520.8,3.92,1.98,44,558.7727272727273,0.0,0.6363636363636364,488.79545454545456,0.0,-0.00154,14.554,1.19219,0.00612,0.07235,0.72932,1821.7
317,973824,534.6,3.76,1.99,42,718.3095238095239,0.0,0.9285714285714286,646.3571428571429,0.0,0.00224,11.75381,1.15998,0.00775,0.09456,0.78048,1827.4
318,976896,547.7,3.62,1.99,41,570.0,0.0,0.3902439024390244,498.2439024390244,0.0,-0.0022,12.48268,1.20641,0.00731,0.09172,0.75822,1833.0
